Wavelength,Left Raw,Left Corrected,Left Fit,Right Raw,Right Corrected,Right Fit
467.93958286333725,6.0,10872539968.948212,454852332.090302,2675.0,6383322878.795409,7326163459.203739
468.36464312118505,21.0,38188793040.61825,460887747.5760427,2811.0,6491243640.022129,7380093822.042809
468.78969626504716,-5.0,9257456751.71929,466990059.43671507,2839.0,6612477159.889689,7434290809.177033
469.21474228924586,19.0,34369375514.89338,473159844.858954,2874.0,6439593821.776774,7488754858.899541
469.63978118810314,-4.0,7246536557.232584,479397684.2838393,2888.0,6467153718.520344,7543486405.660288
470.0648129559413,6.0,10730673235.845873,485704161.4104044,2928.0,6293154411.511742,7598485880.054829
470.48983758708385,-3.0,5280650898.187446,492079863.1990629,3054.0,6388324234.568497,7653753708.813003
470.9148550758526,21.0,37325682735.06862,498525379.874882,3179.0,6635548039.879029,7709290314.787828
471.3398654165707,12.0,21824359288.182507,505041304.93080044,3205.0,6746090283.724526,7765096116.944683
471.76486860356266,83.0,147496911837.633,511628235.13071805,3258.0,6837271186.496701,7821171530.350723
472.18986463115124,54.0,95865037504.64679,518286770.5124386,3253.0,6487918364.83749,7877516966.1640005
472.6148534936601,1.0,1772118535.8494053,525017514.3905518,3408.0,6705326124.320753,7934132831.623193
473.0398351854139,-17.0,29740887501.497738,531821073.3592046,3588.0,7017646843.68487,7991019530.037607
473.46480970073713,-25.0,43739643500.450615,538698057.2947218,3590.0,6931535229.106942,8048177460.776796
473.889777033954,12.0,20383409311.47809,545649079.3581338,3589.0,6933241840.045686,8105607019.260705
474.314737179389,20.0,33802336180.931927,552674755.9976208,3724.0,7052681908.03078,8163308596.950047
474.7396901313674,-30.0,50546054780.030716,559775706.9508107,3735.0,6970517041.193201,8221282581.336718
475.1646358842153,-19.0,31900168961.22184,566952555.2469974,3933.0,7075288278.080456,8279529355.93445
475.5895744322575,-51.0,84478644473.07236,574205927.2091765,4046.0,7217778497.750673,8338049300.26919
476.0145057698201,29.0,47503607229.81172,581536452.4560753,4071.0,7106427437.69459,8396842789.87051
476.4394298912287,74.0,118235845953.658,588944763.903977,4160.0,7098692187.546023,8455910196.26234
476.86434679081015,46.0,73689498124.11456,596431497.7684879,4303.0,7288165424.130922,8515251886.954405
477.2892564628911,40.0,63254368447.623695,603997293.566169,4378.0,7283286776.803984,8574868225.433643
477.71415890179804,36.0,57005023247.8416,611642794.1160462,4416.0,7299381010.702969,8634759571.155548
478.13905410185765,15.0,23552114155.68399,619368645.5410066,4566.0,7419976306.459502,8694926279.536045
478.5639420573982,27.0,41973237092.81489,627175497.2691439,4776.0,7747894123.518347,8755368701.94362
478.9888227627461,63.0,95923827187.08185,635064002.0348556,4880.0,7738617821.387271,8816087185.690826
479.4136962122299,44.0,65504306448.32507,643034815.879986,4948.0,7590023432.492513,8877082074.027151
479.8385624001776,27.0,40277077929.50231,651088598.1547178,5082.0,7878686672.011648,8938353706.130875
480.2634213209173,39.0,58308125861.886185,659226011.5184216,5145.0,7882253374.214477,8999902417.101929
480.68827296877726,14.0,20319472621.540245,667447721.9403707,5129.0,7704726072.192604,9061728537.954336
481.11311733808657,74.0,105640455267.4544,675754398.700367,5277.0,7758660112.51938,9123832395.609451
481.5379544231748,45.0,63999408682.954,684146714.3891898,5276.0,7798561026.214415,9186214312.888676
481.9627842183699,54.0,77096690964.06125,692625344.9089624,5299.0,7766543907.078891,9248874608.506617
482.38760671800276,50.0,70273082885.60591,701190969.4734629,5585.0,7923310193.651208,9311813597.064816
482.8124219164026,28.0,39026473019.31685,709844270.6081802,5607.0,7905461848.8506,9375031589.044819
483.2372298078989,18.0,24859155845.006886,718585934.1503744,5691.0,8110809227.953185,9438528890.801952
483.6620303868235,5.0,6802030804.402192,727416649.2490188,5895.0,8342464416.041232,9502305804.559612
484.08682364750507,-1.0,1350619723.651724,736337108.3644631,5883.0,8268451816.114426,9566362628.402287
484.5116095842759,28.0,37104789275.53428,745348007.2682587,5898.0,8169798860.170143,9630699656.270874
484.9363881914661,11.0,14410591111.650524,754450045.0425687,6048.0,8337444147.911854,9695317177.95594
